ID_pedido,años_experiencia_colaborador,clasificacion_colaborador,latitud_tienda,longitud_tienda,latitud_entrega,longitud_entrega,fecha_pedido,hora_pedido,hora_retirada,clima,trafico,vehiculo,area,categoria_producto,tiempo_entrega
zmjs504436851,17,4.9,0.0,0.0,0.09,0.09,2022-02-18,20:10:00,20:20:00,Lluvioso,Congestion,Motocicleta,Metropolitano,,170
qall676895780,16,4.9,12.933298,77.614293,13.003298,77.684293,2022-03-04,18:00:00,18:15:00,Nublado,Medio,Motocicleta,Metropolitano,Juguetes,195
xjlk895935909,16,4.7,21.157735,72.768778,21.207735,72.818778,2022-03-09,18:55:00,19:05:00,,Medio,Motocicleta,Metropolitano,,95
umxh937188655,1,5.0,-10.994136,-76.963303,11.074136,77.043303,2022-03-06,NaN ,17:20:00,,,,,Electrónicos,85
gdmr373674043,10,4.1,18.55144,73.804855,18.66144,73.914855,2022-03-31,19:30:00,19:45:00,Nublado,Congestion,Scooter,Metropolitano,,245
xtnz596863263,13,4.8,26.88842,75.800689,27.02842,75.940689,2022-03-14,20:30:00,20:35:00,,Congestion,Motocicleta,Metropolitano,Ropa,225
dyvg150618875,15,4.9,23.369746,85.33982,23.389746,85.35982,2022-04-03,12:00:00,12:15:00,Soleado,Alto,Scooter,Metropolitano,,50
ufbd117538430,11,4.9,0.0,0.0,0.04,0.04,2022-03-05,16:45:00,17:00:00,,Medio,Motocicleta,Metropolitano,,160
lcbq426683809,10,4.2,26.90294,75.793007,27.03294,75.923007,2022-03-02,19:10:00,19:20:00,Nublado,Congestion,Scooter,Metropolitano,,200
sbyp263593218,16,4.7,26.483042,80.317833,26.593042,80.427833,2022-02-14,21:25:00,21:35:00,Lluvioso,Congestion,Motocicleta,Metropolitano,,100
vgbj117421512,8,4.7,21.157729,72.768726,21.177729,72.788726,2022-03-26,10:40:00,10:55:00,Tormenta,Bajo,Motocicleta,Metropolitano,,28
vxjl752615371,15,4.9,18.546258,73.904337,18.586258,73.944337,2022-03-01,12:50:00,12:55:00,Lluvioso,Alto,Motocicleta,,,10
qmmu814848619,9,4.7,13.049645,80.242268,13.079645,80.272268,2022-03-09,20:00:00,20:05:00,Tormenta,Congestion,Motocicleta,Metropolitano,,230
lcfy501693140,13,5.0,18.536718,73.830327,18.566719,73.860327,2022-03-01,22:25:00,22:40:00,Nublado,Bajo,Motocicleta,Metropolitano,,110
csfg300480790,17,4.6,22.760072,75.892574,22.840072,75.972574,2022-04-02,22:35:00,22:40:00,,Bajo,Scooter,Metropolitano,,115
lvnb225797352,7,4.8,19.003517,72.82765,19.083517,72.90765,2022-03-04,20:25:00,20:35:00,Nublado,Congestion,Motocicleta,Metropolitano,,205
wnue868112321,10,4.7,15.49395,73.827423,15.50395,73.837423,2022-02-15,09:45:00,10:00:00,Soleado,Bajo,Motocicleta,Metropolitano,,60
fapm707467872,16,4.5,23.351058,85.325731,23.381058,85.355731,2022-03-05,19:55:00,20:05:00,,Congestion,Motocicleta,Metropolitano,Electrónicos,115
bcpa764131167,9,4.9,23.359407,85.325055,23.409407,85.375055,2022-04-05,22:00:00,22:15:00,,Congestion,,Metropolitano,,130
iorg918633691,15,4.7,25.457116,81.859682,25.587116,81.989682,2022-02-16,20:35:00,20:40:00,,Congestion,Scooter,Metropolitano,,85
trfe351235590,17,4.0,22.753659,75.903365,22.843659,75.993365,2022-03-31,21:55:00,22:10:00,Lluvioso,Congestion,Motocicleta,Metropolitano,,175
vcsk118550729,13,4.5,17.458998,78.500366,17.498998,78.540366,2022-04-05,13:50:00,14:05:00,,Alto,Scooter,Metropolitano,,105
hyzs447404214,16,4.6,0.0,0.0,0.05,0.05,2022-03-07,17:10:00,17:15:00,Nublado,Medio,Scooter,Metropolitano,Deportes,60
wxsg412830929,16,4.8,22.307898,73.167788,22.327898,73.187788,2022-03-01,09:55:00,10:10:00,Soleado,Bajo,,Urbano,Juguetes,95
isqm253156069,11,3.5,23.351058,85.325731,23.441058,85.415731,2022-03-29,21:30:00,21:45:00,Tormenta,Congestion,Motocicleta,Metropolitano,Cosméticos,175
tscv959539004,16,4.7,22.74806,75.8934,22.81806,75.9634,2022-03-02,19:15:00,19:25:00,,Congestion,Scooter,Metropolitano,Juguetes,145
zwwk917394110,15,4.5,18.636215,73.751081,18.766215,73.881081,2022-03-29,23:40:00,23:50:00,Lluvioso,Bajo,Scooter,Metropolitano,Electrónicos,95
mkjp502833356,15,5.0,12.939496,77.625999,13.049496,77.735999,2022-03-02,23:20:00,23:30:00,Lluvioso,Bajo,Motocicleta,Metropolitano,,22
oesd951187750,15,4.7,19.103249,72.846749,19.173249,72.916749,2022-03-08,22:50:00,23:05:00,,Bajo,Scooter,Metropolitano,,125
gocq177936618,13,4.9,22.31279,73.170283,22.39279,73.250283,2022-03-06,22:15:00,22:20:00,Tormenta,Bajo,Motocicleta,Urbano,,80
elom649916376,9,4.7,0.0,0.0,0.11,0.11,2022-03-14,23:35:00,23:50:00,Lluvioso,Bajo,Scooter,Urbano,Libros,130
joqx454193780,14,4.8,12.310972,76.659264,12.330972,76.679264,2022-03-28,09:45:00,09:50:00,Soleado,Bajo,,Metropolitano,Juguetes,75
tzzg883074122,17,5.0,18.636215,73.751081,18.686215,73.801081,2022-03-05,18:20:00,18:30:00,,Medio,Scooter,Metropolitano,,100
qcmy121242372,17,4.7,23.357804,85.325146,23.427804,85.395146,2022-03-29,22:00:00,22:15:00,,Congestion,Motocicleta,Metropolitano,,180
ujie907390703,11,4.7,0.0,0.0,0.01,0.01,2022-02-13,11:15:00,11:30:00,Nublado,Alto,Motocicleta,Metropolitano,,155
gvfm979003704,16,4.2,17.426228,78.407495,17.466228,78.447495,2022-03-17,13:50:00,14:05:00,,Alto,Scooter,Metropolitano,Ropa,165
mmbp019625681,15,4.9,30.88722,75.804893,30.91722,75.834893,2022-02-13,21:35:00,21:50:00,Lluvioso,Congestion,Motocicleta,Metropolitano,,115
kzbr018261177,8,4.6,11.022169,76.999594,11.152169,77.129594,2022-04-02,21:50:00,21:55:00,,Congestion,Motocicleta,Metropolitano,,235
nqha455844481,15,4.9,23.355164,85.324097,23.435164,85.404097,2022-03-04,22:55:00,23:05:00,,Bajo,Motocicleta,Metropolitano,Juguetes,60
tjat069865432,16,4.9,19.221315,72.862381,19.271315,72.912381,2022-03-30,22:00:00,22:10:00,Soleado,Congestion,Scooter,Metropolitano,Electrónicos,85
qnwf877034946,8,4.9,11.021278,76.995017,11.041278,77.015017,2022-04-01,10:50:00,10:55:00,,Bajo,Scooter,Metropolitano,Electrónicos,100
fonv528737340,10,4.9,12.981615,80.231598,13.021615,80.271598,2022-03-07,14:45:00,15:00:00,,Alto,Motocicleta,Metropolitano,,165
bwdo680897158,12,4.7,21.149669,72.772629,21.229669,72.852629,2022-03-14,18:20:00,18:25:00,Lluvioso,Medio,Scooter,Metropolitano,,125
ezkb714786614,9,4.9,30.890184,75.829615,30.980184,75.919615,2022-02-14,20:00:00,20:10:00,,Congestion,Motocicleta,Metropolitano,,260
wqen386726530,9,4.7,17.426228,78.407495,17.496228,78.477495,2022-03-08,20:25:00,20:30:00,Soleado,Congestion,Motocicleta,Metropolitano,Juguetes,145
jsce440503013,14,5.0,26.910262,75.783013,26.950262,75.823013,2022-04-05,12:45:00,13:00:00,,Alto,Motocicleta,Metropolitano,Libros,165
ekxn896576761,8,4.7,25.45235,81.841889,25.48235,81.871889,2022-02-17,21:55:00,22:10:00,Tormenta,Congestion,Motocicleta,Metropolitano,Deportes,225
zhgn836386369,10,4.8,10.027364,76.308258,10.137364,76.418258,2022-02-12,18:45:00,18:55:00,Soleado,Medio,Motocicleta,Metropolitano,,120
pqgo127507000,15,4.9,17.458998,78.500366,17.588998,78.630366,2022-04-04,22:40:00,22:45:00,Soleado,Bajo,Scooter,Urbano,,145
lqwv007052941,12,4.7,23.416792,85.316842,23.466792,85.366842,2022-04-05,21:10:00,21:25:00,Nublado,Congestion,Scooter,Metropolitano,Libros,140
vnph503240735,8,4.9,22.695207,75.866059,22.755207,75.926059,2022-03-17,19:45:00,19:55:00,Lluvioso,Congestion,Motocicleta,Metropolitano,,150
prng295823704,9,4.5,26.956431,75.776649,27.006431,75.826649,2022-03-26,21:20:00,21:25:00,,Congestion,Motocicleta,Urbano,,145
dwfv690079630,8,4.7,17.431668,78.408321,17.541668,78.518321,2022-03-04,22:10:00,22:20:00,Lluvioso,Bajo,Motocicleta,Metropolitano,Ropa,105
xmtq101032904,8,4.8,26.846156,75.8023,26.906156,75.8623,2022-03-30,19:55:00,20:10:00,Tormenta,Congestion,Scooter,Urbano,Ropa,155
bsvi311764108,8,4.7,22.311358,73.164798,22.351358,73.204798,2022-03-17,15:50:00,16:00:00,,Medio,Scooter,Urbano,Cosméticos,75
ywim276739273,14,4.6,21.186608,72.794136,21.276608,72.884136,2022-03-06,19:35:00,19:45:00,,Congestion,Scooter,Metropolitano,Juguetes,215
xwaj827720496,11,4.6,21.173493,72.801953,21.263493,72.891953,2022-03-20,23:15:00,23:20:00,,Bajo,Motocicleta,Metropolitano,,180
fazt783611453,15,4.8,21.186438,72.794115,21.216438,72.824115,2022-04-03,18:10:00,18:15:00,,Medio,Scooter,Metropolitano,Electrónicos,65
kbyc555397522,14,5.0,30.885915,75.788259,31.015915,75.918259,2022-02-16,20:40:00,20:55:00,,Congestion,Motocicleta,Metropolitano,,195
lcze716264826,12,4.7,13.02978,80.208812,13.03978,80.218812,2022-03-05,11:30:00,11:40:00,Nublado,Alto,Scooter,Metropolitano,Cosméticos,165
ydrh598107767,13,4.6,12.323194,76.630583,12.393194,76.700583,2022-04-02,17:55:00,18:05:00,Lluvioso,Medio,Scooter,Urbano,Cosméticos,90
msen708393574,11,4.5,11.022169,76.999594,11.152169,77.129594,2022-04-06,17:15:00,17:25:00,Nublado,Medio,Motocicleta,Metropolitano,,195
oxjf250168313,9,4.9,15.5696,73.742294,15.6396,73.812294,2022-02-12,23:25:00,23:30:00,Lluvioso,Bajo,Motocicleta,Urbano,Libros,130
jkcn360754650,11,4.8,23.354422,85.3329,23.434422,85.4129,2022-04-02,20:20:00,20:35:00,Soleado,Congestion,Motocicleta,Urbano,Cosméticos,130
hbqo511457195,10,5.0,25.449872,81.836167,25.459872,81.846167,2022-02-11,11:40:00,11:45:00,Lluvioso,Alto,Motocicleta,Metropolitano,,185
mdhw093485858,11,4.9,21.157729,72.768726,21.187729,72.798726,2022-03-19,18:35:00,18:45:00,,Medio,Scooter,Urbano,Electrónicos,90
znnv598492992,13,4.5,23.355164,85.324097,23.415164,85.384097,2022-03-17,18:00:00,18:15:00,,Medio,Motocicleta,Metropolitano,Electrónicos,70
znsp096582722,10,4.7,23.371292,85.327872,23.431292,85.387872,2022-03-13,21:15:00,21:20:00,Tormenta,Congestion,Motocicleta,Metropolitano,,240
xmgw496848107,15,4.6,19.121999,72.908493,19.211999,72.998493,2022-04-06,19:20:00,19:25:00,Lluvioso,Congestion,Motocicleta,Metropolitano,,125
muis700358686,11,3.7,22.310237,73.158921,22.440237,73.288921,2022-03-08,20:45:00,21:00:00,Tormenta,Congestion,Motocicleta,Metropolitano,Deportes,220
krsz616117733,8,4.8,22.311358,73.164798,22.381358,73.234798,2022-03-08,21:35:00,21:40:00,,Congestion,Scooter,Metropolitano,Deportes,185
qjjf574446307,15,4.6,12.323978,76.627961,12.453978,76.757961,2022-03-02,22:50:00,23:00:00,Lluvioso,Bajo,Scooter,Urbano,Ropa,80
mtgu161802685,8,4.7,22.744648,75.894377,22.784648,75.934377,2022-03-07,15:40:00,15:45:00,,Medio,,Metropolitano,,165
besl801337224,11,4.7,17.422819,78.449578,17.452819,78.479578,2022-04-05,18:20:00,18:30:00,Nublado,Medio,Scooter,Metropolitano,Ropa,85
iflx800118402,16,4.7,0.0,0.0,0.13,0.13,2022-03-31,17:30:00,17:40:00,Soleado,Medio,Scooter,Urbano,,95
mnqo032631696,14,4.7,18.56245,73.916619,18.64245,73.996619,2022-03-31,19:20:00,19:35:00,Nublado,Congestion,Scooter,Metropolitano,Electrónicos,170
gyvu619312967,10,5.0,26.766536,75.837333,26.896536,75.967333,2022-03-14,20:25:00,20:40:00,,Congestion,Motocicleta,Metropolitano,Cosméticos,255
ddqw606527110,10,5.0,22.745049,75.892471,22.795049,75.942471,2022-04-03,19:00:00,19:10:00,,Medio,Motocicleta,Metropolitano,,90
wzmc261801815,12,4.7,17.429585,78.392621,17.479585,78.442621,2022-03-26,23:30:00,23:40:00,Nublado,Bajo,Scooter,Urbano,,70
kpju702812830,15,4.4,19.866969,75.318894,19.936969,75.388894,2022-02-12,17:25:00,17:40:00,,Medio,Motocicleta,Metropolitano,Juguetes,170
nysx301251561,12,4.5,12.352058,76.60665,12.422058,76.67665,2022-03-18,19:40:00,19:50:00,Soleado,Congestion,,Urbano,Ropa,65
tkhh293566557,12,4.6,12.913041,77.683237,12.953041,77.723237,2022-04-03,12:10:00,12:20:00,Soleado,Alto,Motocicleta,Metropolitano,,140
tbvq268795996,10,4.5,12.352058,76.60665,12.432058,76.68665,2022-03-10,18:25:00,18:40:00,,Medio,Scooter,,,125
smik312244015,11,4.5,23.39925,85.390464,23.43925,85.430464,2022-03-21,16:25:00,16:35:00,,Medio,,Metropolitano,Ropa,130
czyc428357889,9,4.8,17.430448,78.418213,17.560448,78.548213,2022-03-08,21:35:00,21:50:00,Soleado,Congestion,Motocicleta,Metropolitano,,125
lyru568985898,14,4.8,22.745536,75.893106,22.785536,75.933106,2022-04-03,13:30:00,13:35:00,Lluvioso,Alto,Scooter,Urbano,Electrónicos,120
bqvx884899535,17,4.5,19.120083,72.907385,19.140083,72.927385,2022-03-05,09:20:00,09:35:00,,Bajo,Motocicleta,Urbano,,115
qevc421807792,15,4.6,23.351058,85.325731,23.461058,85.435731,2022-03-29,20:20:00,20:30:00,,Congestion,Motocicleta,Urbano,Juguetes,170
hpxs580568310,17,4.9,12.949934,77.699386,12.969934,77.719386,2022-04-01,08:55:00,09:10:00,Soleado,Bajo,Motocicleta,Metropolitano,Ropa,95
wzco035279503,15,4.2,0.0,0.0,0.06,0.06,2022-03-01,22:00:00,22:10:00,,Congestion,Motocicleta,Metropolitano,,175
rtea839111458,10,4.8,26.902908,75.792934,26.992908,75.882934,2022-03-06,23:20:00,23:25:00,Lluvioso,Bajo,,Metropolitano,,85
icdt295765247,12,4.1,12.979096,77.640625,13.019096,77.680625,2022-03-15,15:40:00,15:50:00,Tormenta,Medio,Motocicleta,Metropolitano,,185
itcv624572584,16,4.6,21.17106,72.789292,21.28106,72.899292,2022-04-02,20:50:00,21:00:00,,Congestion,Motocicleta,Metropolitano,Cosméticos,190
ngdm053835596,9,3.5,17.424114,78.347554,17.554114,78.477554,2022-04-02,21:50:00,22:05:00,,Congestion,Scooter,Metropolitano,Ropa,220
cocy025091243,10,5.0,19.121999,72.908493,19.211999,72.998493,2022-03-31,18:20:00,18:25:00,Nublado,Medio,Motocicleta,Metropolitano,,200
syhp452515402,10,4.7,0.0,0.0,0.08,0.08,2022-03-08,19:30:00,19:45:00,Soleado,Congestion,Scooter,Metropolitano,,80
xfsh938428910,9,4.0,17.483216,78.552111,17.573216,78.642111,2022-03-08,18:50:00,19:00:00,,Medio,Scooter,Metropolitano,,155
cqnk686342232,8,4.6,0.0,0.0,0.04,0.04,2022-02-15,12:55:00,13:00:00,Lluvioso,Alto,Scooter,Urbano,Libros,145
oxrc039858534,17,4.6,0.0,0.0,0.07,0.07,2022-02-18,19:40:00,19:45:00,,Congestion,Motocicleta,Metropolitano,Libros,200
czvt967298010,11,4.4,12.978453,77.643685,13.058453,77.723685,2022-03-18,21:10:00,21:25:00,,Congestion,Scooter,Urbano,Deportes,155
ulgx924624967,9,4.8,21.185047,72.80859,21.195047,72.81859,2022-03-30,09:30:00,09:35:00,,Bajo,Scooter,Metropolitano,,145
gmcf366578344,17,4.9,18.994237,72.825553,19.074237,72.905553,2022-03-02,20:40:00,20:50:00,Soleado,Congestion,Scooter,Metropolitano,,21
ygks595056749,11,4.4,21.186884,72.793616,21.276884,72.883616,2022-03-10,22:40:00,22:50:00,,Bajo,Motocicleta,Urbano,Juguetes,180
uotl495720982,17,4.7,17.410371,78.437225,17.420371,78.447225,2022-03-01,08:35:00,08:40:00,Soleado,Bajo,Motocicleta,Metropolitano,,65
bjko998952311,12,5.0,22.311603,73.165012,22.381603,73.235012,2022-03-31,21:10:00,21:20:00,,Congestion,Scooter,Metropolitano,,85
sbyi750475519,13,4.7,19.254567,72.848923,19.324567,72.918923,2022-04-02,19:40:00,19:55:00,Lluvioso,Congestion,Motocicleta,Metropolitano,Libros,150
hyil828838066,17,4.9,0.0,0.0,0.07,0.07,2022-02-14,18:45:00,19:00:00,Soleado,Medio,Scooter,Metropolitano,Ropa,75
wswy747294116,12,4.8,26.474986,80.342796,26.504986,80.372796,2022-02-13,22:40:00,22:55:00,Nublado,Bajo,Motocicleta,,,125
xasj506760939,16,4.1,13.026279,80.174568,13.076279,80.224568,2022-03-28,20:35:00,20:40:00,,Congestion,Motocicleta,Metropolitano,,170
tuzz168551565,13,4.9,22.725835,75.887648,22.765835,75.927648,2022-03-03,13:30:00,13:40:00,,Alto,Motocicleta,Urbano,Deportes,65
yjtn896790517,8,4.8,17.431668,78.408321,17.441668,78.418321,2022-03-07,11:45:00,11:55:00,Tormenta,Alto,Scooter,Metropolitano,Electrónicos,165
dnzb344081665,9,4.4,17.424114,78.347554,17.464114,78.387554,2022-03-05,14:20:00,14:30:00,Nublado,Alto,Scooter,Metropolitano,,31
eqyh374704655,7,5.0,22.310237,73.158921,22.320237,73.168921,2022-03-13,10:35:00,10:40:00,Nublado,Bajo,,Metropolitano,,90
avav264209880,13,4.8,0.0,0.0,0.07,0.07,2022-03-04,17:55:00,18:10:00,Lluvioso,Medio,Motocicleta,Metropolitano,,130
ngel056363991,13,5.0,12.975996,80.221898,13.035996,80.281898,2022-03-07,22:20:00,22:30:00,Lluvioso,Bajo,Scooter,Urbano,,65
xpiw906241305,14,4.8,11.022477,76.995667,11.042477,77.015667,2022-03-30,11:40:00,11:50:00,,Alto,Motocicleta,Urbano,Deportes,125
gatg824861577,16,4.7,18.536562,73.896485,18.616562,73.976485,2022-03-10,18:15:00,18:25:00,,Medio,Motocicleta,Metropolitano,Electrónicos,145
jkqu285459093,9,4.3,21.160522,72.771477,21.250522,72.861477,2022-03-25,20:15:00,20:20:00,,Congestion,Motocicleta,Metropolitano,,35
axmi049563406,16,5.0,26.911927,75.797282,26.931927,75.817282,2022-04-01,08:20:00,08:35:00,,Bajo,Motocicleta,Metropolitano,,100
clll475756460,10,4.8,18.520016,73.830547,18.600016,73.910547,2022-04-02,22:40:00,22:55:00,Lluvioso,Bajo,Motocicleta,Metropolitano,,110
voou621196245,7,4.6,12.323978,76.627961,12.353978,76.657961,2022-03-17,23:10:00,23:25:00,,Bajo,Motocicleta,Metropolitano,,18
towp903610664,16,4.8,26.892312,75.806896,26.922313,75.836896,2022-03-26,23:30:00,23:35:00,Nublado,Bajo,Scooter,Urbano,Cosméticos,50
ufnl780749569,17,4.7,21.149569,72.772697,21.279569,72.902697,2022-04-06,23:00:00,23:15:00,Nublado,Bajo,Scooter,Metropolitano,Electrónicos,115
dyqh713153627,10,3.0,12.978453,77.643685,13.068453,77.733685,2022-04-04,23:25:00,23:40:00,Soleado,Bajo,Motocicleta,Metropolitano,Cosméticos,160
gjdd725958282,11,5.0,12.284747,76.625861,12.324747,76.665861,2022-03-21,13:35:00,13:45:00,,Alto,Scooter,Metropolitano,,135
zrbs605744064,16,4.9,30.885915,75.788259,30.955915,75.858259,2022-02-12,23:10:00,23:15:00,,Bajo,,,Ropa,120
nlkf855898401,15,4.6,12.975996,80.221898,13.035996,80.281898,2022-03-21,21:00:00,21:10:00,Soleado,Congestion,Motocicleta,Urbano,,55
ldza283310467,8,4.6,26.90519,75.810753,27.03519,75.940753,2022-04-06,20:55:00,21:05:00,Tormenta,Congestion,Scooter,Metropolitano,Electrónicos,130
isgc790610758,10,3.7,19.254567,72.848923,19.364567,72.958923,2022-03-04,23:20:00,23:30:00,Nublado,Bajo,Motocicleta,Metropolitano,Juguetes,155
llbu286985918,10,4.9,22.725835,75.887648,22.745835,75.907648,2022-03-03,08:40:00,08:55:00,Soleado,Bajo,Scooter,Metropolitano,,80
vecj817416882,16,4.5,18.539299,73.897902,18.599299,73.957902,2022-03-07,22:25:00,22:35:00,Lluvioso,Bajo,Motocicleta,Urbano,,55
xmjp394265417,7,4.7,17.430448,78.418213,17.490448,78.478213,2022-03-07,23:15:00,23:30:00,,Bajo,Scooter,Urbano,Libros,90
vmnb115085239,16,4.9,18.569156,73.774723,18.649156,73.854723,2022-03-04,00:00:00,00:15:00,,Bajo,Motocicleta,Urbano,,60
gyqt469755726,14,4.1,12.972161,77.596014,13.082161,77.706014,2022-03-10,18:20:00,18:25:00,Nublado,Medio,Motocicleta,Metropolitano,,190
tnfc634446194,14,4.6,0.0,0.0,0.08,0.08,2022-03-18,22:50:00,23:00:00,,Bajo,Motocicleta,Metropolitano,Juguetes,130
frjb667074824,12,4.5,23.351489,85.324253,23.441489,85.414253,2022-03-29,18:55:00,19:00:00,Tormenta,Medio,Motocicleta,Metropolitano,,140
aoox931183610,13,4.6,12.970324,77.645748,13.000324,77.675748,2022-03-21,20:35:00,20:50:00,Tormenta,Congestion,Motocicleta,Urbano,,100
ijhm774410357,15,4.9,12.323194,76.630583,12.353194,76.660583,2022-04-05,22:15:00,22:30:00,Soleado,Bajo,Motocicleta,Metropolitano,Electrónicos,100
wgfo970771288,17,5.0,12.979166,77.640709,13.019166,77.680709,2022-04-03,16:40:00,16:45:00,Soleado,Medio,Motocicleta,Metropolitano,Ropa,120
lnpn188712863,10,4.5,15.49395,73.827423,15.53395,73.867423,2022-02-17,15:55:00,16:00:00,,Medio,Scooter,Metropolitano,Juguetes,85
zwlc463956312,17,4.6,25.457687,81.835585,25.597687,81.975585,2022-02-18,20:40:00,20:55:00,,Congestion,Scooter,Metropolitano,,140
yeet264993102,8,4.7,0.0,0.0,0.06,0.06,2022-04-03,19:25:00,19:30:00,,Congestion,Motocicleta,Metropolitano,,180
hoxg285241758,16,4.6,12.321214,76.621094,12.341214,76.641094,2022-04-05,11:25:00,11:40:00,,Alto,,Metropolitano,,85
tlui730336304,8,5.0,19.055831,72.833984,19.075831,72.853984,2022-03-19,11:30:00,11:45:00,,Alto,Motocicleta,Metropolitano,,145
cffd129550813,12,4.0,17.438263,78.397865,17.528263,78.487865,2022-03-31,21:35:00,21:45:00,Lluvioso,Congestion,Motocicleta,Urbano,Cosméticos,195
vyui059481567,17,4.9,22.725748,75.898497,22.815748,75.988497,2022-03-04,19:15:00,19:30:00,,Congestion,Scooter,Metropolitano,,145
krxv325628593,17,4.7,12.297954,76.665169,12.427954,76.795169,2022-03-27,19:55:00,20:10:00,Soleado,Congestion,Motocicleta,Urbano,,150
tqgg076500935,12,4.5,26.766536,75.837333,26.796536,75.867333,2022-03-01,22:20:00,22:35:00,Nublado,Bajo,Motocicleta,Metropolitano,Libros,105
nitv668542316,7,4.8,23.416792,85.316842,23.486792,85.386842,2022-03-16,18:35:00,18:45:00,,Medio,Scooter,Metropolitano,,115
lmjc946276479,10,4.6,18.543626,73.905101,18.563626,73.925101,2022-03-28,10:25:00,10:30:00,Nublado,Bajo,Motocicleta,Metropolitano,Ropa,85
xvfe036164621,15,4.9,23.39925,85.390464,23.47925,85.470464,2022-03-18,18:10:00,18:25:00,Lluvioso,Medio,Motocicleta,Urbano,,115
xtha150042307,15,4.7,19.880256,75.323503,19.890256,75.333503,2022-02-15,11:40:00,11:45:00,,Alto,Motocicleta,Metropolitano,Electrónicos,110
xlqp517413653,13,4.8,12.325461,76.632278,12.435461,76.742278,2022-03-12,22:35:00,22:45:00,Nublado,Bajo,Scooter,Metropolitano,Libros,145
nkbq495773032,16,4.3,22.311603,73.165012,22.341603,73.195012,2022-03-17,22:15:00,22:30:00,,Bajo,Motocicleta,Metropolitano,,140
jtmv217334849,7,4.7,12.970324,77.645748,13.050324,77.725748,2022-03-02,20:45:00,21:00:00,,Congestion,Motocicleta,Metropolitano,,42
biwk345441575,8,4.9,26.88842,75.800689,26.93842,75.850689,2022-04-01,22:35:00,22:50:00,Nublado,Bajo,Scooter,Metropolitano,Juguetes,95
ywrv242905304,9,4.8,11.003681,76.975525,11.023681,76.995525,2022-04-01,10:30:00,10:40:00,Nublado,Bajo,Motocicleta,Metropolitano,,105
hign183507756,9,4.8,12.321214,76.621094,12.381214,76.681094,2022-03-19,23:40:00,23:45:00,,Bajo,Scooter,Metropolitano,,100
jefp061219153,9,4.4,18.520016,73.830547,18.550016,73.860547,2022-04-03,21:15:00,21:25:00,Nublado,Congestion,Motocicleta,Metropolitano,,155
mtgd103478645,10,4.8,27.163303,78.057044,27.183303,78.077044,2022-02-17,08:20:00,08:25:00,Lluvioso,Bajo,Scooter,Metropolitano,,100
jtcg875935035,12,4.8,12.284747,76.625861,12.394747,76.735861,2022-03-23,23:25:00,23:35:00,,Bajo,Motocicleta,Urbano,Electrónicos,115
rdyg284058632,10,4.2,0.0,0.0,0.06,0.06,2022-03-05,17:40:00,17:55:00,Lluvioso,Medio,Scooter,Metropolitano,Cosméticos,165
fhmz406249908,13,4.5,15.303897,73.914336,15.333897,73.944336,2022-02-11,22:00:00,22:05:00,Soleado,Congestion,Motocicleta,,Cosméticos,235
sjeh491589890,13,4.7,23.351489,85.324253,23.461489,85.434253,2022-03-25,17:30:00,17:45:00,Nublado,Medio,,Metropolitano,Ropa,130
bcne974830015,11,4.6,22.308096,73.167753,22.338096,73.197753,2022-03-24,00:00:00,00:15:00,Lluvioso,Bajo,Scooter,Metropolitano,,130
qbge185706599,13,4.9,21.157729,72.768726,21.227729,72.838726,2022-04-06,22:50:00,22:55:00,Nublado,Bajo,Scooter,Metropolitano,,135
nxgy539601906,10,4.5,26.911927,75.797282,26.961927,75.847282,2022-03-26,19:55:00,20:05:00,Soleado,Congestion,Scooter,Metropolitano,,115
mwzq727658381,14,4.8,25.454648,81.834502,25.474648,81.854502,2022-02-11,11:40:00,11:55:00,,Alto,Scooter,Urbano,Cosméticos,90
vlle308983825,9,3.7,12.986047,80.218114,13.066047,80.298114,2022-04-04,17:45:00,17:55:00,Lluvioso,Medio,Scooter,Metropolitano,Deportes,185
rrkz484613720,10,5.0,12.311072,76.654878,12.381072,76.724878,2022-03-29,21:40:00,21:45:00,Lluvioso,Congestion,Scooter,Metropolitano,Deportes,150
cktw224885434,8,4.1,26.913726,75.75282,26.983726,75.82282,2022-04-04,19:30:00,19:35:00,,Congestion,Scooter,Metropolitano,,220
kopx028318241,8,4.2,22.753839,75.897429,22.863838,76.007429,2022-04-02,20:35:00,20:40:00,Nublado,Congestion,Scooter,Metropolitano,,235
kkmx295285041,8,4.5,21.149669,72.772629,21.199669,72.822629,2022-03-19,23:55:00,00:05:00,Nublado,Bajo,Motocicleta,Metropolitano,Electrónicos,90
cviz661223821,11,4.9,10.96185,76.971082,10.97185,76.981082,2022-03-26,10:25:00,10:30:00,Soleado,Bajo,Scooter,Urbano,,85
cxpf677496657,1,5.0,19.103249,72.846749,19.133249,72.876749,2022-03-24,NaN ,23:20:00,,,,Metropolitano,Ropa,90
tstr508790618,9,5.0,0.0,0.0,0.06,0.06,2022-03-07,23:40:00,23:55:00,,Bajo,Scooter,Metropolitano,,105
bbnw290034907,14,4.2,11.001852,76.976268,11.011852,76.986268,2022-04-01,08:10:00,08:15:00,Tormenta,Bajo,Motocicleta,Metropolitano,Deportes,145
xbac763408997,11,4.6,23.214459,77.434976,23.274459,77.494976,2022-02-17,18:50:00,18:55:00,,Medio,Motocicleta,Metropolitano,,135
